name,type,value,date
Imagine: Fashion Designer,Ubisoft,2.81,2007
WWE SmackDown! Here Comes the Pain,THQ,2.8,2003
Star Wars: The Force Unleashed,LucasArts,2.8,2008
Yoshi's Island DS,Nintendo,2.8,2006
Hot Shots Golf,Sony Computer Entertainment,2.79,1997
Killzone 3,Sony Computer Entertainment,2.79,2011
A Bug's Life,Sony Computer Entertainment,2.79,1998
WWF SmackDown! Just Bring It,THQ,2.79,2001
Dragon Quest V: Tenkuu no Hanayome,Enix Corporation,2.79,1992
Mortal Kombat Trilogy,GT Interactive,2.79,1996
Battlefield 3,Electronic Arts,2.79,2011
NBA Street,Electronic Arts,2.79,2001
Professor Layton and the Last Specter,Nintendo,2.79,2009
Monster Hunter Tri,Nintendo,2.79,2011
Jak II,Sony Computer Entertainment,2.78,2003
inFAMOUS: Second Son,Sony Computer Entertainment,2.78,2014
Ratchet & Clank: Going Commando,Sony Computer Entertainment,2.78,2003
Tekken 6,Namco Bandai Games,2.78,2009
The Sims,Electronic Arts,2.77,2003
Sonic and the Secret Rings,Sega,2.77,2007
Saints Row: The Third,THQ,2.77,2011
Missile Command,Atari,2.76,1980
Mario Paint,Nintendo,2.75,1992
Assassin's Creed IV: Black Flag,Ubisoft,2.74,2013
Pokémon Stadium 2,Nintendo,2.73,2000
Metroid,Nintendo,2.73,1986
L.A. Noire,Take-Two Interactive,2.72,2011
Call of Duty 3,Activision,2.71,2006
The Legend of Zelda: A Link to the Past,Nintendo,2.7,2002
Onimusha: Warlords,Virgin Interactive,2.7,2001
Mortal Kombat X,Warner Bros. Interactive Entertainment,2.7,2015
Mario Party,Nintendo,2.7,1998
Madden NFL 12,Electronic Arts,2.69,2011
LEGO Star Wars II: The Original Trilogy,LucasArts,2.69,2006
Madden NFL 11,Electronic Arts,2.69,2010
Mario vs. Donkey Kong: Mini-Land Mayhem!,Nintendo,2.69,2010
Skate 3,Electronic Arts,2.68,2010
Burnout 3: Takedown,Electronic Arts,2.68,2004
Yokai Watch 2 Shinuchi,Level 5,2.68,2014
Need for Speed: Shift,Electronic Arts,2.68,2009
Final Fantasy XIII-2,Square Enix,2.68,2011
Mortal Kombat,Arena Entertainment,2.67,1992
Call Of Duty 2: Big Red One,Activision,2.67,2005
Guitar Hero: World Tour,Activision,2.67,2008
Medal of Honor,Electronic Arts,2.67,1998
Fable,Microsoft Game Studios,2.66,2004
Hannah Montana,Disney Interactive Studios,2.65,2006
Tom Clancy's Splinter Cell,Ubisoft,2.65,2003
Skylanders Giants,Activision,2.65,2012
Medal of Honor Heroes,Electronic Arts,2.65,2006
Super Mario Bros.: The Lost Levels,Nintendo,2.65,1986
Star Wars: Shadows of the Empire,Nintendo,2.65,1996
LEGO Star Wars: The Complete Saga,LucasArts,2.64,2007
Midnight Club: Street Racing,Take-Two Interactive,2.63,2000
Pac-Man: Adventures in Time,Sony Computer Entertainment,2.63,2006
Halo Wars,Microsoft Game Studios,2.63,2009
God of War Collection,Sony Computer Entertainment,2.63,2009
ESPN NFL 2K5,Sega,2.62,2004
Mario Strikers Charged,Nintendo,2.62,2007
Medal of Honor,Electronic Arts,2.62,2010
FIFA Soccer 10,Electronic Arts,2.62,2009
NBA 2K12,Take-Two Interactive,2.62,2011
Style Savvy,Nintendo,2.61,2008
Harry Potter and the Chamber of Secrets,Electronic Arts,2.61,2002
Super Mario All-Stars: Limited Edition,Nintendo,2.6,2010
Streets of Rage,Sega,2.6,1990
FIFA Soccer 09,Electronic Arts,2.59,2008
Ratchet & Clank Future: Tools of Destruction,Sony Computer Entertainment,2.59,2007
NBA Live 2005,Electronic Arts,2.59,2004
LittleBigPlanet,Sony Computer Entertainment,2.58,2009
Killzone: Shadow Fall,Sony Computer Entertainment,2.58,2013
Ghostbusters: The Video Game (DS Version),Take-Two Interactive,2.58,2009
Monster Hunter Freedom 2,Capcom,2.58,2007
WWE SmackDown vs. RAW 2007,THQ,2.58,2006
Ratchet & Clank: Up Your Arsenal,Sony Computer Entertainment,2.57,2004
Art Academy,Nintendo,2.57,2010
Dragon Age: Origins,Electronic Arts,2.57,2009
Madden NFL 08,Electronic Arts,2.57,2007
Sonic Adventure 2 Battle,Sega,2.56,2001
Dragon Warrior II,Enix Corporation,2.56,1987
Madden NFL 13,Electronic Arts,2.56,2012
Pokémon Colosseum,Nintendo,2.54,2003
Deca Sports,Konami Digital Entertainment,2.54,2008
Madden NFL 09,Electronic Arts,2.54,2008
Space Invaders,Atari,2.53,N/A
Crazy Taxi,Acclaim Entertainment,2.52,2001
Perfect Dark,Nintendo,2.52,2000
Game Party,Midway Games,2.52,2007
Dragon Warrior,Capcom,2.52,1986
Tomb Raider (2013),Square Enix,2.51,2013
Marvel: Ultimate Alliance,Activision,2.5,2006
PES 2009: Pro Evolution Soccer,Konami Digital Entertainment,2.5,2008
Mario Party 2,Nintendo,2.5,1999
Saints Row: The Third,THQ,2.49,2011
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,Take-Two Interactive,2.49,2003
LEGO Harry Potter: Years 1-4,Warner Bros. Interactive Entertainment,2.49,2010
Mortal Kombat: Deadly Alliance,Midway Games,2.49,2002
Resistance 2,Sony Computer Entertainment,2.48,2008
Pure,Disney Interactive Studios,2.48,2008
Tomb Raider: The Last Revelation,Eidos Interactive,2.48,1998
NBA 2K13,Take-Two Interactive,2.48,2012
Rock Band,Electronic Arts,2.48,N/A
NBA 2K14,Take-Two Interactive,2.47,2013
Mario Party 4,Nintendo,2.47,2002
uDraw Studio,THQ,2.46,2010
Midnight Club: Los Angeles,Take-Two Interactive,2.45,2008
Final Fantasy V,SquareSoft,2.45,1992
Final Fantasy Tactics,SquareSoft,2.45,1997
Twisted Metal 2,Sony Computer Entertainment,2.44,1996
Halo: Combat Evolved Anniversary,Microsoft Game Studios,2.44,2011
Need for Speed Carbon: Own the City,Electronic Arts,2.44,2006
The Sims: Bustin' Out,Electronic Arts,2.43,2003
Riven: The Sequel to Myst,Red Orb,2.43,1997
Tom Clancy's Rainbow Six: Vegas 2,Ubisoft,2.42,2008
Sonic Adventure,Sega,2.42,1998
Ice Hockey,Nintendo,2.42,1988
pro evolution soccer 2011,Konami Digital Entertainment,2.42,2010
Dragon Ball Z: Budokai 2,Atari,2.41,2003
ATV Offroad Fury,Sony Computer Entertainment,2.41,2001
Dino Crisis,Capcom,2.41,1998
Minecraft,Microsoft Game Studios,2.41,2014
Need for Speed: ProStreet,Electronic Arts,2.41,2007
Madden NFL 16,Electronic Arts,2.4,2015
Tetris Plus,JVC,2.4,1996
Pro Wrestling,Nintendo,2.4,1987
Theme Hospital,Electronic Arts,2.4,1997
Frogger's Adventures: Temple of the Frog,Konami Digital Entertainment,2.39,N/A
Need for Speed (2015),Electronic Arts,2.39,2015
Zumba Fitness,505 Games,2.39,2010
LEGO Indiana Jones: The Original Adventures,LucasArts,2.39,N/A
Monopoly,Hasbro Interactive,2.39,1994
Batman: Arkham Origins,Warner Bros. Interactive Entertainment,2.39,2013
Dead Island,Deep Silver,2.39,2011
Guitar Hero,RedOctane,2.38,2005
LEGO Star Wars: The Complete Saga,LucasArts,2.38,2007
Kinect: Disneyland Adventures,Microsoft Game Studios,2.38,2011
WCW/nWo Revenge,THQ,2.38,1998
Bloodborne,Sony Computer Entertainment,2.38,2015
NBA 2K15,Take-Two Interactive,2.38,2014
Madden NFL 11,Electronic Arts,2.38,2010
Yu-Gi-Oh! The Duelists of the Roses,Konami Digital Entertainment,2.38,2001
Madden NFL 08,Electronic Arts,2.37,2007
Half-Life 2,Vivendi Games,2.37,2004
The Incredibles,THQ,2.37,2004
Tony Hawk's Underground 2,Activision,2.37,2004
Madden NFL 10,Electronic Arts,2.37,2009
Kinect Sports: Season Two,Microsoft Game Studios,2.36,2011
Kirby's Dream Land 2,Nintendo,2.36,1995
LEGO Harry Potter: Years 1-4,Warner Bros. Interactive Entertainment,2.35,2010
Donkey Kong Land II,Nintendo,2.35,1996
Dragon Warrior Monsters,Eidos Interactive,2.35,1998
Midnight Club: Los Angeles,Take-Two Interactive,2.35,2008
Skylanders SWAP Force,Activision,2.34,2013
WWE SmackDown vs Raw 2008,THQ,2.34,2007
My Fitness Coach,Ubisoft,2.34,2008
Resident Evil - Code: Veronica X,Capcom,2.34,2001
The Sims 3,Electronic Arts,2.33,2010
The Legend of Zelda: Majora's Mask 3D,Nintendo,2.32,2015
NBA 2K16,Take-Two Interactive,2.32,2015
Just Dance Kids,Ubisoft,2.32,2010
Mario Tennis,Nintendo,2.32,2000
Grand Theft Auto,Take-Two Interactive,2.32,1997
James Bond 007: Everything or Nothing,Electronic Arts,2.31,2004
WarioWare Touched!,Nintendo,2.31,2004
Need For Speed: High Stakes,Electronic Arts,2.31,1999
Chrono Trigger,SquareSoft,2.31,1995
Cool Boarders 3,989 Studios,2.31,1998
LEGO Marvel Super Heroes,Warner Bros. Interactive Entertainment,2.3,2013
Guild Wars 2,NCSoft,2.3,2012
Pokemon Ranger: Shadows of Almia,Nintendo,2.3,2008
Dead Island,Deep Silver,2.29,2011
Tomb Raider II,Eidos Interactive,2.29,1997
God of War: Ascension,Sony Computer Entertainment,2.29,2013
Need for Speed Underground 2,Electronic Arts,2.28,2004
Pro Evolution Soccer 2010,Konami Digital Entertainment,2.28,2009
Just Dance 2015,Ubisoft,2.28,2014
Yokai Watch Busters,Level 5,2.28,2015
Mario Bros.,Nintendo,2.28,1983
FIFA Soccer 09,Electronic Arts,2.28,2008
Star Wars: The Force Unleashed,LucasArts,2.28,2008
Borderlands 2,Take-Two Interactive,2.28,2012
TOCA Touring Car Championship,Codemasters,2.28,1997
Paper Mario: Sticker Star,Nintendo,2.27,2012
Sonic's Ultimate Genesis Collection,Sega,2.27,2009
Super Monkey Ball: Banana Blitz,Sega,2.27,2006
Kirby: Nightmare in Dream Land,Nintendo,2.27,2002
Wario Land 4,Nintendo,2.26,2001
Guitar Hero III: Legends of Rock,Activision,2.26,2007
Call of Duty 3,Activision,2.26,N/A
Resident Evil 4,Capcom,2.26,2007
Minecraft,Sony Computer Entertainment Europe,2.25,2014
Onimusha 2: Samurai's Destiny,Capcom,2.25,2002
Cool Boarders 2,UEP Systems,2.25,1997
Paper Mario: The Thousand-Year Door,Nintendo,2.25,2004
Madden NFL 12,Electronic Arts,2.25,2011
Monster Hunter Tri,Nintendo,2.25,2009
Dissidia: Final Fantasy,Square Enix,2.25,2008
Sonic Advance,Sega,2.24,2001
Spyro: Season of Ice,Vivendi Games,2.23,2001
Teenage Mutant Ninja Turtles II: The Arcade Game,Konami Digital Entertainment,2.23,1990
LEGO Indiana Jones: The Original Adventures,Activision,2.23,2008
Dance Dance Revolution X2,Konami Digital Entertainment,2.23,2009
New Super Luigi U,Nintendo,2.22,2013
Prince of Persia: The Sands of Time,Ubisoft,2.22,2003
Scribblenauts,Warner Bros. Interactive Entertainment,2.22,2009
The Legend of Zelda: Link's Awakening DX,Nintendo,2.22,1998
Need for Speed: Hot Pursuit,Electronic Arts,2.22,2010
BioShock 2,Take-Two Interactive,2.21,2010
Assassin's Creed IV: Black Flag,Ubisoft,2.21,2013
Devil May Cry 3: Dante's Awakening Special Edition,Capcom,2.21,2006
Rock Band 2,Electronic Arts,2.2,2008
Frogger,Parker Bros.,2.2,1981
Guitar Hero II,Activision,2.2,2007
Wario Land 3,Nintendo,2.2,2000
Pro Yakyuu Family Stadium,Namco Bandai Games,2.2,1986
Sonic Unleashed,Sega,2.2,2008
High School Musical: Makin' the Cut!,Disney Interactive Studios,2.2,2007
Pro Evolution Soccer 2012,Konami Digital Entertainment,2.19,2011
Saints Row,THQ,2.19,2006
Star Wars: Knights of the Old Republic,Activision,2.19,2003
Kirby's Pinball Land,Nintendo,2.19,1992
Donkey Kong Country,Nintendo,2.19,2000
Hitman: Absolution,Square Enix,2.19,2012
Yu-Gi-Oh: Duel Monsters 4,Konami Digital Entertainment,2.18,2000
ATV Offroad Fury 2,THQ,2.18,2002
Forza Motorsport 5,Microsoft Game Studios,2.18,2013
Madden NFL 25,Electronic Arts,2.18,2013
Pokemon Ranger,Nintendo,2.18,2006
Mario & Luigi: Superstar Saga,Nintendo,2.17,2003
Final Fantasy XIII,Square Enix,2.17,2010
Star Wars: Rogue Squadron,Nintendo,2.17,1998
Tennis,Nintendo,2.17,1984
The Sims: House Party,Electronic Arts,2.16,2001
Your Shape featuring Jenny McCarthy,Ubisoft,2.16,2009
Syphon Filter 2,Sony Computer Entertainment,2.15,2000
Tom Clancy's Rainbow Six: Siege,Ubisoft,2.15,2015
Volleyball,Nintendo,2.15,1987
FIFA 15,Electronic Arts,2.15,2014
Call of Duty: Roads to Victory,Activision,2.14,2007
Super Mario RPG: Legend of the Seven Stars,Nintendo,2.14,1996
Mahjong,Nintendo,2.14,1983
R.C. Pro-Am,Nintendo,2.14,1988
SimCity 2000,Maxis,2.14,1992
Demon Attack,Imagic,2.13,1981
Dance Dance Revolution Extreme,Konami Digital Entertainment,2.13,2004
Tetris DS,Nintendo,2.13,2006
Final Fantasy Tactics Advance,SquareSoft,2.13,2003
Far Cry: Primal,Ubisoft,2.13,2016
Toy Story 3: The Video Game,Disney Interactive Studios,2.12,2010
Final Fantasy III,Square Enix,2.12,2006
Kirby's Epic Yarn,Nintendo,2.12,2010
Project Gotham Racing,Microsoft Game Studios,2.12,2001
Golf,Nintendo,2.12,1989
NBA 2K12,Take-Two Interactive,2.11,2011
Borderlands,Take-Two Interactive,2.11,2009
Tony Hawk's Pro Skater,Activision,2.11,2000
PES 2009: Pro Evolution Soccer,Konami Digital Entertainment,2.11,2008
Need for Speed: Hot Pursuit 2,Electronic Arts,2.11,2002
Mario Sports Mix,Nintendo,2.11,2010
Rock Band,MTV Games,2.11,N/A
Dynasty Warriors 4,Tecmo Koei,2.11,2003
Mortal Kombat,Warner Bros. Interactive Entertainment,2.11,2011
Parasite Eve,SquareSoft,2.1,1998
Scooby-Doo! Night of 100 Frights,THQ,2.1,2002
Project Gotham Racing (JP weekly sales),Microsoft Game Studios,2.1,2002
Need for Speed: Most Wanted 5-1-0,Electronic Arts,2.1,2005
Portal 2,Valve Software,2.1,2011
Devil May Cry 3: Dante's Awakening,Capcom,2.09,2005
Derby Stallion,ASCII Entertainment,2.09,1997
Dead Rising,Capcom,2.09,2006
Finding Nemo,THQ,2.09,2003
NBA 2K11,Take-Two Interactive,2.09,2010
Wipeout: The Game,Mindscape,2.09,2009
The Sims 2: Pets,Electronic Arts,2.09,2006
Battlefield: Hardline,Electronic Arts,2.09,2015
Metal Gear Solid: Peace Walker,Konami Digital Entertainment,2.09,2010
World of Warcraft: Cataclysm,Activision,2.08,2010
Tetris Worlds,THQ,2.08,2002
Need For Speed: Undercover,Electronic Arts,2.08,2008
Dance Dance Revolution: Hottest Party,Konami Digital Entertainment,2.08,2007
Mario Party 5,Nintendo,2.08,2003
Ghostbusters: The Video Game (DS Version),Take-Two Interactive,2.08,2010
Sim Theme Park,Electronic Arts,2.08,1998
Warcraft: Orcs & Humans,Activision,2.08,1994
Skate 3,Electronic Arts,2.08,2010
Spec Ops: Airborne Commando,Take-Two Interactive,2.07,2002
Kingdom Hearts: Birth by Sleep,Square Enix,2.07,2010
UFC 2009 Undisputed,THQ,2.07,2009
Dark Souls,Namco Bandai Games,2.07,2011
Yu-Gi-Oh! The Eternal Duelist Soul,Konami Digital Entertainment,2.07,2001
Need for Speed: ProStreet,Electronic Arts,2.06,2007
The Sims 3,Electronic Arts,2.06,2010
Tom Clancy's Splinter Cell: Conviction,Ubisoft,2.06,2010
Pokemon Mystery Dungeon: Red/Blue Rescue Team,Nintendo,2.06,2005
The Incredibles,THQ,2.06,2004
R4: Ridge Racer Type 4,Namco Bandai Games,2.06,1998
SoulCalibur II,Namco Bandai Games,2.06,2003
Mario & Luigi: Dream Team,Nintendo,2.06,2013
Need for Speed: ProStreet,Electronic Arts,2.05,2007
Carnival Games,Take-Two Interactive,2.05,2008
NBA 2K14,Take-Two Interactive,2.05,2013
Pokémon Mystery Dungeon: Blue Rescue Team,Nintendo,2.05,2005
Sonic Mega Collection,Infogrames,2.05,2002
Diablo III,Activision,2.05,2013
NBA Jam,Arena Entertainment,2.05,1992
PGR4 - Project Gotham Racing 4,Microsoft Game Studios,2.05,2007
Kingdom Hearts 358/2 Days,Square Enix,2.04,2009
Dance Central 2,Microsoft Game Studios,2.04,2011
Rayman Raving Rabbids: TV Party,Ubisoft,2.04,2008
SOCOM: U.S. Navy SEALs: Combined Assault,Sony Computer Entertainment,2.04,2006
Peter Jackson's King Kong: The Official Game of the Movie,Ubisoft,2.04,2005
Donkey Kong Country,Nintendo,2.04,2003
Need for Speed: The Run,Electronic Arts,2.04,2011
Madden NFL 15,Electronic Arts,2.03,2014
1080°: TenEighty Snowboarding,Nintendo,2.03,1998
Just Dance 3,Ubisoft,2.03,2011
NBA Live 2004,Electronic Arts,2.03,2003
Dead Space,Electronic Arts,2.02,2008
Call of Duty 2,Activision,2.02,2005
Madden NFL 15,Electronic Arts,2.02,2014
Forza Horizon,Microsoft Game Studios,2.02,2012
TouchMaster,Midway Games,2.01,2007
Tom Clancy's The Division,Ubisoft,2.01,2016
LEGO Marvel Super Heroes,Warner Bros. Interactive Entertainment,2,2013
Fire Emblem: Awakening,Nintendo,2,2012
DriveClub,Sony Computer Entertainment,2,2014
Super Street Fighter II,Nintendo,2,1993
Mortal Kombat vs. DC Universe,Midway Games,2,2008
Tenchu: Stealth Assassins,Activision,1.99,1997
Tennis,Nintendo,1.99,1989
Harry Potter and the Chamber of Secrets,Electronic Arts,1.99,2002
Harry Potter and the Chamber of Secrets,Electronic Arts,1.98,2002
SimCity,Nintendo,1.98,1991
Battlefield 4,Electronic Arts,1.98,2013
Resident Evil 6,Capcom,1.98,2012
Dragon Age: Inquisition,Electronic Arts,1.97,2014
Sonic Classic Collection,Sega,1.97,2010
Spyro: Enter the Dragonfly,Universal Interactive,1.97,2002
Call of Duty: World at War,Activision,1.97,2008
Devil May Cry 2,Capcom,1.97,2003
Burnout Paradise,Electronic Arts,1.97,2008
E.T.: The Extra Terrestrial,Atari,1.97,1981
BioShock Infinite,Take-Two Interactive,1.96,2013
Hot Shots Golf: Open Tee,Sony Computer Entertainment,1.96,2004
Rad Racer,Nintendo,1.96,1986
Soccer,Nintendo,1.96,1985
Kirby Squeak Squad,Nintendo,1.96,2006
Tom Clancy's Rainbow Six: Vegas,Ubisoft,1.96,2006
Destiny,Activision,1.95,2014
Crash Nitro Kart,Vivendi Games,1.95,2003
Grand Theft Auto: San Andreas,Take-Two Interactive,1.95,2005
Star Wars: Dark Forces,LucasArts,1.95,1994
NBA Street Vol. 2,Electronic Arts,1.95,2003
Def Jam Vendetta,Electronic Arts,1.94,2003
FIFA Soccer 09,Electronic Arts,1.94,2008
Who wants to be a millionaire,Disney Interactive Studios,1.94,1999
Scooby Doo and the Cyber Chase,THQ,1.94,2001
Alleyway,Nintendo,1.94,1989
Dragon Ball Z: Budokai 3,Atari,1.94,2004
Jet Moto 2,Sony Computer Entertainment,1.94,1997
Tom Clancy's Ghost Recon,Ubisoft,1.94,2002
X-Men Legends,Activision,1.93,2004
Batman: Arkham Origins,Warner Bros. Interactive Entertainment,1.93,2013
Guitar Hero: World Tour,Activision,1.93,2008
Mortal Kombat II,Acclaim Entertainment,1.93,1993
Virtua Fighter 2,Sega,1.93,1995
Tetris DX,Nintendo,1.93,1998
Mortal Kombat vs. DC Universe,Midway Games,1.93,2008
Watch Dogs,Ubisoft,1.93,2014
Mario Super Sluggers,Nintendo,1.93,2008
Tomb Raider (2013),Square Enix,1.92,2013
The Legend of Zelda: Oracle of Ages,Nintendo,1.92,2001
Need for Speed: Shift,Electronic Arts,1.92,2009
Monopoly,Electronic Arts,1.92,2008
Red Faction,THQ,1.92,2001
The Sims: Makin' Magic,Electronic Arts,1.92,2003
MX Unleashed,THQ,1.92,2004
PaRappa The Rapper,Sony Computer Entertainment,1.92,1996
Toy Story Mania!,Disney Interactive Studios,1.92,2009
Mario Party 3,Nintendo,1.91,2000
Star Wars: The Force Unleashed,LucasArts,1.91,2008
Game Party 2,Midway Games,1.91,2008
Destiny: The Taken King,Activision,1.91,2015
LEGO Star Wars III: The Clone Wars,LucasArts,1.91,2011
Star Wars Rogue Leader: Rogue Squadron II,LucasArts,1.9,2001
Max Payne 3,Take-Two Interactive,1.9,2012
Need for Speed Rivals,Electronic Arts,1.89,2013
Madden NFL 09,Electronic Arts,1.89,2008
Yokai Watch,Nintendo,1.89,2013
Ratchet & Clank Future: A Crack in Time,Sony Computer Entertainment,1.88,2009
Yu-Gi-Oh! Forbidden Memories,Konami Digital Entertainment,1.88,1999
Mortal Kombat: Deception,Midway Games,1.88,2004
Hot Shots Golf 2,Sony Computer Entertainment,1.88,1999
Medal of Honor: European Assault (All Region sales),Electronic Arts,1.88,2005
WCW Nitro,THQ,1.88,1998
High School Musical: Sing It!,Disney Interactive Studios,1.87,2007
Star Fox Adventures,Nintendo,1.87,2002
FIFA 2000,Electronic Arts,1.87,1998
Dynasty Warriors 3,THQ,1.87,2001
Donkey Kong Country Returns,Nintendo,1.87,2013
The Legend of Zelda: Oracle of Seasons,Nintendo,1.86,2001
Madden NFL 06,Electronic Arts,1.86,2005
Shrek 2,Activision,1.86,2004
The Legend of Dragoon,Sony Computer Entertainment,1.86,1999
Turok 2: Seeds of Evil,Acclaim Entertainment,1.86,1997
SingStar,Sony Computer Entertainment,1.86,2004
LittleBigPlanet 3,Sony Computer Entertainment,1.86,2014
NBA Live 2002,Electronic Arts,1.86,2001
Phineas and Ferb,Disney Interactive Studios,1.86,2009
Chrono Cross,SquareSoft,1.86,1999
GoldenEye 007 (2010),Activision,1.86,2010
Mario Party: Island Tour,Nintendo,1.85,2013
Jak 3,Sony Computer Entertainment,1.85,2004
Rayman Raving Rabbids 2,Ubisoft,1.85,2007
Kingdom Hearts: Chain of Memories,Square Enix,1.85,2004
Pinball,Nintendo,1.85,1984
inFAMOUS 2,Sony Computer Entertainment,1.85,2011
Gran Turismo Concept 2001 Tokyo,Unknown,1.84,2001
Demon's Souls,Namco Bandai Games,1.84,2009
NCAA Football 06,Electronic Arts,1.84,2005
"Hey You, Pikachu!",Nintendo,1.83,1998
2 Games in 1: Sonic Advance & ChuChu Rocket!,THQ,1.83,2005
World of Warcraft: Mists of Pandaria,Activision,1.83,2012
Jet Moto,Sony Computer Entertainment,1.83,1996
Just Cause 3,Square Enix,1.83,2015
Secret of Mana,SquareSoft,1.83,1993
The Orange Box,Electronic Arts,1.83,2007
Air Combat,Sony Computer Entertainment,1.83,1995
Kirby: Triple Deluxe,Nintendo,1.82,2014
Sonic & Knuckles,Sega,1.82,1994
Namco Museum,Namco Bandai Games,1.82,2001
The Sims: Hot Date,Electronic Arts,1.82,2001
Metroid Prime 3: Corruption,Nintendo,1.82,2007
Dragon Quest VI: Realms of Revelation,Nintendo,1.81,2010
The Evil Within,Bethesda Softworks,1.81,2014
DDRMAX2: Dance Dance Revolution,Konami Digital Entertainment,1.81,2003
Crazy Taxi,Sega,1.81,2000
Virtua Fighter 4,Sega,1.81,2002
Sly 2: Band of Thieves,Sony Computer Entertainment,1.81,2004
Guitar Hero: World Tour,Activision,1.8,2008
Sonic Advance 2,Sega,1.8,2002
Madden NFL 07,Electronic Arts,1.8,2006
NBA 2K11,Take-Two Interactive,1.8,2010
NFL GameDay 2000,989 Studios,1.8,1999
Call of Duty: Black Ops 3,Activision,1.79,2015
Disney's The Lion King,Virgin Interactive,1.79,1994
Beyond: Two Souls,Sony Computer Entertainment,1.79,2013
Kinect Star Wars,Microsoft Game Studios,1.78,2012
Midnight Club II,Take-Two Interactive,1.78,2003
Dragon Quest Monsters: Joker,Square Enix,1.78,2006
